"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"41.177.26.176",43438,"41.177.202.202",53,2,404,1,89,1,315,3.796415,0.00017299999999975668,0,0
"41.177.26.176",43439,"41.177.202.202",53,2,390,1,98,1,292,3.7971909999999998,0.00015100000000023428,0,0
"41.177.26.176",43440,"41.177.202.202",53,2,390,1,98,1,292,3.7980840000000002,0.0001509999999997902,0,0
"41.177.26.176",43441,"41.177.202.202",53,2,404,1,89,1,315,3.980048,0.00017999999999984695,0,0
"41.177.26.176",43442,"41.177.202.202",53,2,390,1,98,1,292,3.980697,0.00015399999999976544,0,0
"41.177.26.176",43443,"41.177.202.202",53,2,390,1,98,1,292,3.9816000000000003,0.00014699999999967517,0,0
"41.177.26.176",43444,"41.177.202.202",53,2,319,1,87,1,232,4.139992,0.0001289999999993796,0,0
"41.177.26.176",43445,"41.177.202.202",53,2,404,1,89,1,315,4.16128,0.00017900000000015126,0,0
"41.177.26.176",43446,"41.177.202.202",53,2,390,1,98,1,292,4.161927,0.00014899999999951064,0,0
"41.177.26.176",43447,"41.177.202.202",53,2,390,1,98,1,292,4.16292,0.00013000000000040757,0,0
"41.177.26.176",43448,"41.177.202.202",53,2,404,1,89,1,315,4.165176,0.00015300000000006975,0,0
"41.177.26.176",43449,"41.177.202.202",53,2,390,1,98,1,292,4.165785,0.00016700000000025028,0,0
"41.177.26.176",43450,"41.177.202.202",53,2,390,1,98,1,292,4.16669,0.00014599999999997948,0,0
"41.177.26.176",43451,"41.177.202.202",53,2,346,1,90,1,256,4.167574,0.00014899999999951064,0,0
"41.177.26.176",43452,"41.177.202.202",53,2,319,1,87,1,232,4.168129,0.00011899999999975819,0,0
"41.177.26.176",43453,"41.177.202.202",53,2,319,1,87,1,232,4.168959,0.00013799999999974943,0,0
"41.177.26.176",43454,"41.177.202.202",53,2,319,1,87,1,232,4.187508,0.00022799999999989495,0,0
"41.177.26.176",43455,"41.177.202.202",53,2,346,1,90,1,256,4.191872,0.0001499999999996504,0,0
"41.177.26.176",43456,"41.177.202.202",53,2,319,1,87,1,232,4.192417,0.00013100000000054735,0,0
"41.177.26.176",43457,"41.177.202.202",53,2,319,1,87,1,232,4.193275,0.00013600000000035806,0,0
"41.177.26.176",43458,"41.177.202.202",53,2,319,1,87,1,232,4.201122,0.0001490000000003988,0,0
"41.177.26.176",43459,"41.177.202.202",53,2,346,1,90,1,256,4.203638,0.00016000000000016001,0,0
"41.177.26.176",43460,"41.177.202.202",53,2,319,1,87,1,232,4.204684,9.099999999939712e-5,0,0
"41.177.26.176",43461,"41.177.202.202",53,2,319,1,87,1,232,4.205684,0.0001440000000005881,0,0
"41.177.26.176",43462,"41.177.202.202",53,2,404,1,89,1,315,4.26885,0.000280000000000058,0,0
"41.177.26.176",43463,"41.177.202.202",53,2,390,1,98,1,292,4.269589,0.00015300000000006975,0,0
"41.177.26.176",43464,"41.177.202.202",53,2,390,1,98,1,292,4.270483,0.00015300000000006975,0,0
"41.177.26.176",43465,"41.177.202.202",53,2,404,1,89,1,315,4.361679,0.00016900000000052984,0,0
"41.177.26.176",43466,"41.177.202.202",53,2,390,1,98,1,292,4.362325,0.08447099999999974,9281.29180428789,27654.46129440882
"41.177.26.176",43467,"41.177.202.202",53,2,397,1,90,1,307,4.407114,0.00016399999999983095,0,0
"41.177.26.176",43468,"41.177.202.202",53,2,371,1,88,1,283,4.407734,0.00014500000000072788,0,0
"41.177.26.176",43469,"41.177.202.202",53,2,371,1,88,1,283,4.40867,0.0001550000000003493,0,0
"41.177.26.176",43470,"41.177.202.202",53,2,390,1,98,1,292,4.448239,0.00015400000000020952,0,0
"41.177.26.176",43471,"41.177.202.202",53,2,319,1,87,1,232,4.52313,0.00014700000000011926,0,0
"41.177.26.176",43472,"41.177.202.202",53,2,346,1,90,1,256,4.550834,0.00019599999999986295,0,0
"41.177.26.176",43473,"41.177.202.202",53,2,319,1,87,1,232,4.55146,0.00016700000000025028,0,0
"41.177.26.176",43474,"41.177.202.202",53,2,319,1,87,1,232,4.552397,0.00014899999999951064,0,0
"41.177.26.176",43475,"41.177.202.202",53,2,319,1,87,1,232,4.59271,0.0001389999999998892,0,0
"41.177.26.176",43476,"41.177.202.202",53,2,404,1,89,1,315,4.593954,0.00014599999999997948,0,0
"41.177.26.176",43477,"41.177.202.202",53,2,390,1,98,1,292,4.594599,0.0001500000000005386,0,0
"41.177.26.176",43478,"41.177.202.202",53,2,390,1,98,1,292,4.595598,0.00014599999999997948,0,0
"41.177.26.176",43479,"41.177.202.202",53,2,346,1,90,1,256,4.596355,0.00018000000000029104,0,0
"41.177.26.176",43480,"41.177.202.202",53,2,319,1,87,1,232,4.596978,0.00014100000000016877,0,0
"41.177.26.176",43481,"41.177.202.202",53,2,319,1,87,1,232,4.598128,0.00013699999999960966,0,0
"41.177.26.176",43482,"41.177.202.202",53,2,319,1,87,1,232,4.606929,0.00013799999999974943,0,0
"41.177.26.176",43483,"41.177.202.202",53,2,346,1,90,1,256,4.610069,0.00014399999999969992,0,0
"41.177.26.176",43484,"41.177.202.202",53,2,319,1,87,1,232,4.61064,0.0001610000000002998,0,0
"41.177.26.176",43485,"41.177.202.202",53,2,319,1,87,1,232,4.61221,0.0001389999999998892,0,0
"41.177.26.176",43486,"41.177.202.202",53,2,404,1,89,1,315,4.660222,0.00017900000000015126,0,0
"41.177.26.176",43487,"41.177.202.202",53,2,390,1,98,1,292,4.660894,0.00025000000000030553,0,0
"41.177.26.176",43488,"41.177.202.202",53,2,390,1,98,1,292,4.661993,0.00014700000000011926,0,0
"41.177.26.176",43489,"41.177.202.202",53,2,319,1,87,1,232,4.6889710000000004,0.0001729999999993126,0,0
"41.177.26.176",43490,"41.177.202.202",53,2,346,1,90,1,256,4.716992,0.00012200000000017752,0,0
"41.177.26.176",43491,"41.177.202.202",53,2,319,1,87,1,232,4.71758,0.00012400000000045708,0,0
"41.177.26.176",43492,"41.177.202.202",53,2,319,1,87,1,232,4.718415,0.00012299999999942912,0,0
"41.177.26.176",43493,"41.177.202.202",53,2,404,1,89,1,315,4.723927,0.00015600000000048908,0,0
"41.177.26.176",43494,"41.177.202.202",53,2,390,1,98,1,292,4.724569,0.0001380000000006376,0,0
"41.177.26.176",43495,"41.177.202.202",53,2,390,1,98,1,292,4.725429,0.00012499999999970868,0,0
"41.177.26.176",43496,"41.177.202.202",53,2,319,1,87,1,232,4.752571,0.00012699999999998823,0,0
"41.177.26.176",43497,"41.177.202.202",53,2,346,1,90,1,256,4.755668,0.00012599999999984846,0,0
"41.177.26.176",43498,"41.177.202.202",53,2,319,1,87,1,232,4.756182,0.00011600000000022703,0,0
"41.177.26.176",43499,"41.177.202.202",53,2,319,1,87,1,232,4.757054,0.00011699999999947863,0,0
"41.177.26.176",43500,"41.177.202.202",53,2,319,1,87,1,232,4.7628070000000005,0.00012100000000003774,0,0
"41.177.26.176",43501,"41.177.202.202",53,2,346,1,90,1,256,4.765538,0.00012299999999942912,0,0
"41.177.26.176",43502,"41.177.202.202",53,2,319,1,87,1,232,4.766202,0.00012699999999998823,0,0
"41.177.26.176",43503,"41.177.202.202",53,2,319,1,87,1,232,4.767196,0.00011899999999975819,0,0
"41.177.26.176",43504,"41.177.202.202",53,2,404,1,89,1,315,4.877756,0.0001550000000003493,0,0
"41.177.26.176",43505,"41.177.202.202",53,2,390,1,98,1,292,4.878338,0.00013299999999993872,0,0
"41.177.26.176",43506,"41.177.202.202",53,2,390,1,98,1,292,4.879269,0.00013100000000054735,0,0
"41.177.26.176",43507,"41.177.202.202",53,2,233,1,91,1,142,4.915111,0.0001230000000003173,0,0
"41.177.26.176",43508,"41.177.202.202",53,2,364,1,88,1,276,5.322547,0.0001610000000002998,0,0
"41.177.26.176",43509,"41.177.202.202",53,2,349,1,95,1,254,5.323518,0.0001239999999995689,0,0
"41.177.26.176",43510,"41.177.202.202",53,2,349,1,95,1,254,5.324726,0.0001239999999995689,0,0
"41.177.26.176",43511,"41.177.202.202",53,2,319,1,87,1,232,5.363914,0.00014199999999942037,0,0
"41.177.26.176",43512,"41.177.202.202",53,2,346,1,90,1,256,5.395802,0.0001380000000006376,0,0
"41.177.26.176",43513,"41.177.202.202",53,2,319,1,87,1,232,5.396382,0.00012200000000017752,0,0
"41.177.26.176",43514,"41.177.202.202",53,2,319,1,87,1,232,5.397242,0.00011699999999947863,0,0
"41.177.26.176",43515,"41.177.202.202",53,2,319,1,87,1,232,5.43301,0.00013199999999979894,0,0
"41.177.26.176",43516,"41.177.202.202",53,2,346,1,90,1,256,5.436246,0.00026400000000048607,0,0
"41.177.26.176",43517,"41.177.202.202",53,2,319,1,87,1,232,5.436923,0.0001299999999995194,0,0
"41.177.26.176",43518,"41.177.202.202",53,2,319,1,87,1,232,5.437761,0.00011999999999989797,0,0
"41.177.26.176",43519,"41.177.202.202",53,2,319,1,87,1,232,5.442222,0.00017900000000015126,0,0
"41.177.26.176",43520,"41.177.202.202",53,2,346,1,90,1,256,5.445186,0.0002580000000005356,0,0
"41.177.26.176",43521,"41.177.202.202",53,2,319,1,87,1,232,5.445907,0.0001389999999998892,0,0
"41.177.26.176",43522,"41.177.202.202",53,2,319,1,87,1,232,5.446781,0.00012500000000059686,0,0
"41.177.26.176",43523,"41.177.202.202",53,2,319,1,87,1,232,5.452096,0.00027199999999982793,0,0
"41.177.26.176",43524,"41.177.202.202",53,2,346,1,90,1,256,5.455077,0.00014700000000011926,0,0
"41.177.26.176",43525,"41.177.202.202",53,2,319,1,87,1,232,5.45598,0.00013299999999993872,0,0
"41.177.26.176",43526,"41.177.202.202",53,2,319,1,87,1,232,5.457,0.00011800000000050659,0,0
"41.177.26.176",43527,"41.177.202.202",53,2,319,1,87,1,232,5.461575,0.0001389999999998892,0,0
"41.177.26.176",43528,"41.177.202.202",53,2,346,1,90,1,256,5.464494,0.0001389999999998892,0,0
"41.177.26.176",43529,"41.177.202.202",53,2,319,1,87,1,232,5.465195,0.00012000000000078614,0,0
"41.177.26.176",43530,"41.177.202.202",53,2,319,1,87,1,232,5.46613,0.00012500000000059686,0,0
"41.177.26.176",43531,"41.177.202.202",53,2,370,1,90,1,280,5.476099,0.00015700000000062886,0,0
"41.177.26.176",43532,"41.177.202.202",53,2,353,1,97,1,256,5.476624,0.00014700000000011926,0,0
"41.177.26.176",43533,"41.177.202.202",53,2,353,1,97,1,256,5.477536,0.00011900000000064637,0,0
"41.177.26.176",43534,"41.177.202.202",53,2,404,1,89,1,315,5.542606,0.00015199999999992997,0,0
"41.177.26.176",43535,"41.177.202.202",53,2,390,1,98,1,292,5.543172,0.00013799999999974943,0,0
"41.177.26.176",43536,"41.177.202.202",53,2,390,1,98,1,292,5.544041,0.00012200000000017752,0,0
"41.177.26.176",43537,"41.177.202.202",53,2,349,1,91,1,258,5.684229,0.00013799999999974943,0,0
"41.177.26.176",43538,"41.177.202.202",53,2,307,1,108,1,199,5.684888,0.00012499999999970868,0,0
"41.177.26.176",43539,"41.177.202.202",53,2,307,1,108,1,199,5.686031,0.00011700000000036681,0,0
"41.177.26.176",43540,"41.177.202.202",53,2,404,1,89,1,315,5.824889,0.00017400000000034055,0,0
"41.177.26.176",43541,"41.177.202.202",53,2,390,1,98,1,292,5.825553,0.00015799999999988046,0,0
"41.177.26.176",43542,"41.177.202.202",53,2,390,1,98,1,292,5.826419,0.00015700000000062886,0,0
"41.177.26.176",43543,"41.177.202.202",53,2,349,1,91,1,258,6.124194,0.0001660000000001105,0,0
"41.177.26.176",43544,"41.177.202.202",53,2,307,1,108,1,199,6.12492,0.0001449999999998397,0,0
"41.177.26.176",43545,"41.177.202.202",53,2,307,1,108,1,199,6.125807,0.00013000000000040757,0,0
"41.177.26.176",43546,"41.177.202.202",53,2,404,1,89,1,315,6.4192029999999995,0.00019200000000019202,0,0
"41.177.26.176",43547,"41.177.202.202",53,2,390,1,98,1,292,6.419819,0.00015999999999927184,0,0
"41.177.26.176",43548,"41.177.202.202",53,2,390,1,98,1,292,6.420704,0.00014300000000044832,0,0
"41.177.26.176",43549,"41.177.202.202",53,2,319,1,87,1,232,6.510844,0.00015300000000006975,0,0
"41.177.26.176",43550,"41.177.202.202",53,2,346,1,90,1,256,6.538369,0.00014699999999923108,0,0
"41.177.26.176",43551,"41.177.202.202",53,2,319,1,87,1,232,6.538946,0.00013599999999946988,0,0
"41.177.26.176",43552,"41.177.202.202",53,2,319,1,87,1,232,6.539785,0.0001299999999995194,0,0
"41.177.26.176",43553,"41.177.202.202",53,2,319,1,87,1,232,6.574149,0.00014599999999997948,0,0
"41.177.26.176",43554,"41.177.202.202",53,2,346,1,90,1,256,6.577254,0.00014800000000025904,0,0
"41.177.26.176",43555,"41.177.202.202",53,2,319,1,87,1,232,6.577826,0.0001509999999997902,0,0
"41.177.26.176",43556,"41.177.202.202",53,2,319,1,87,1,232,6.578711,0.00015900000000002024,0,0
"41.177.26.176",43557,"41.177.202.202",53,2,319,1,87,1,232,6.58455,0.00012499999999970868,0,0
"41.177.26.176",43558,"41.177.202.202",53,2,346,1,90,1,256,6.586926,0.00013799999999974943,0,0
"41.177.26.176",43559,"41.177.202.202",53,2,319,1,87,1,232,6.5874120000000005,0.0001349999999993301,0,0
"41.177.26.176",43560,"41.177.202.202",53,2,319,1,87,1,232,6.588247,0.00013500000000021828,0,0
"41.177.26.176",43561,"41.177.202.202",53,2,344,1,90,1,254,6.645753,0.046321999999999974,15543.370320797902,43866.84512758519
"41.177.26.176",43562,"41.177.202.202",53,2,344,1,90,1,254,6.686999,0.00510799999999989,140955.3641346937,397807.3610023578
"41.177.26.176",43563,"41.177.202.202",53,2,283,1,97,1,186,6.692605,0.020283999999999303,38256.75409189641,73358.31197002815
"41.177.26.176",43564,"41.177.202.202",53,2,283,1,97,1,186,6.69264,0.02027499999999982,38273.736128237084,73390.87546239275
"41.177.26.176",43565,"41.177.202.202",53,2,283,1,97,1,186,6.713852,0.00013099999999965917,0,0
"41.177.26.176",43566,"41.177.202.202",53,2,283,1,97,1,186,6.714184,0.00012299999999942912,0,0
"41.177.26.176",43567,"41.177.202.202",53,2,407,1,90,1,317,6.738683,0.00016999999999978144,0,0
"41.177.26.176",43568,"41.177.202.202",53,2,392,1,99,1,293,6.73931,0.08447000000000049,9376.109861489233,27749.496862791362
"41.177.26.176",43569,"41.177.202.202",53,2,392,1,99,1,293,6.82459,0.00013600000000035806,0,0
"41.177.26.176",43570,"41.177.202.202",53,2,319,1,87,1,232,6.871729,0.00014199999999942037,0,0
"41.177.26.176",43571,"41.177.202.202",53,2,346,1,90,1,256,6.903343,0.00013100000000054735,0,0
"41.177.26.176",43572,"41.177.202.202",53,2,319,1,87,1,232,6.903886,0.000128000000000128,0,0
"41.177.26.176",43573,"41.177.202.202",53,2,319,1,87,1,232,6.904732,0.00013799999999974943,0,0
"41.177.26.176",43574,"41.177.202.202",53,2,319,1,87,1,232,6.921942,0.00014700000000011926,0,0
"41.177.26.176",43575,"41.177.202.202",53,2,346,1,90,1,256,6.924613,0.00014100000000016877,0,0
"41.177.26.176",43576,"41.177.202.202",53,2,319,1,87,1,232,6.925108,0.00018399999999996197,0,0
"41.177.26.176",43577,"41.177.202.202",53,2,319,1,87,1,232,6.925993,0.00013799999999974943,0,0
"41.177.26.176",43578,"41.177.202.202",53,2,319,1,87,1,232,6.931699,0.00013500000000021828,0,0
"41.177.26.176",43579,"41.177.202.202",53,2,346,1,90,1,256,6.934346,0.0001550000000003493,0,0
"41.177.26.176",43580,"41.177.202.202",53,2,319,1,87,1,232,6.934856,0.00011399999999994748,0,0
"41.177.26.176",43581,"41.177.202.202",53,2,319,1,87,1,232,6.935777,0.00013700000000049783,0,0
"41.177.26.176",43582,"41.177.202.202",53,2,303,1,90,1,213,6.948171,0.0001349999999993301,0,0
"41.177.26.176",43583,"41.177.202.202",53,2,264,1,103,1,161,6.948731,0.0001289999999993796,0,0
"41.177.26.176",43584,"41.177.202.202",53,2,264,1,103,1,161,6.949631,0.00010499999999957765,0,0
"41.177.26.176",43585,"41.177.202.202",53,2,298,1,120,1,178,6.95007,0.00011699999999947863,0,0
"41.177.26.176",43586,"41.177.202.202",53,2,287,1,117,1,170,6.950495,0.00011999999999989797,0,0
"41.177.26.176",43587,"41.177.202.202",53,2,290,1,116,1,174,6.95092,0.00011999999999989797,0,0
"41.177.26.176",43588,"41.177.202.202",53,2,404,1,89,1,315,7.184548,0.00018899999999977268,0,0
"41.177.26.176",43589,"41.177.202.202",53,2,390,1,98,1,292,7.185171,0.00014799999999937086,0,0
"41.177.26.176",43590,"41.177.202.202",53,2,390,1,98,1,292,7.186899,0.00014399999999969992,0,0
"41.177.26.176",43591,"41.177.202.202",53,2,404,1,89,1,315,7.212594,0.00016499999999997073,0,0
"41.177.26.176",43592,"41.177.202.202",53,2,390,1,98,1,292,7.213239,0.00014300000000044832,0,0
"41.177.26.176",43593,"41.177.202.202",53,2,390,1,98,1,292,7.214105,0.000236000000000125,0,0
"41.177.26.176",43594,"41.177.202.202",53,2,319,1,87,1,232,7.293355,0.0001509999999997902,0,0
"41.177.26.176",43595,"41.177.202.202",53,2,404,1,89,1,315,7.319062,0.00016400000000071913,0,0
"41.177.26.176",43596,"41.177.202.202",53,2,390,1,98,1,292,7.319775,0.00014599999999997948,0,0
"41.177.26.176",43597,"41.177.202.202",53,2,390,1,98,1,292,7.320656,0.00016400000000071913,0,0
"41.177.26.176",43598,"41.177.202.202",53,2,346,1,90,1,256,7.321453,0.00014800000000025904,0,0
"41.177.26.176",43599,"41.177.202.202",53,2,319,1,87,1,232,7.32205,0.00013799999999974943,0,0
"41.177.26.176",43600,"41.177.202.202",53,2,319,1,87,1,232,7.32296,0.0001389999999998892,0,0
"41.177.26.176",43601,"41.177.202.202",53,2,319,1,87,1,232,7.357632,0.00013600000000035806,0,0
"41.177.26.176",43602,"41.177.202.202",53,2,346,1,90,1,256,7.360869,0.00014599999999997948,0,0
"41.177.26.176",43603,"41.177.202.202",53,2,319,1,87,1,232,7.361428,0.00013799999999974943,0,0
"41.177.26.176",43604,"41.177.202.202",53,2,319,1,87,1,232,7.362286,0.00013199999999979894,0,0
"41.177.26.176",43605,"41.177.202.202",53,2,319,1,87,1,232,7.368187,0.00016499999999997073,0,0
"41.177.26.176",43606,"41.177.202.202",53,2,346,1,90,1,256,7.370964,0.00016499999999997073,0,0
"41.177.26.176",43607,"41.177.202.202",53,2,319,1,87,1,232,7.371518,0.00015199999999992997,0,0
"41.177.26.176",43608,"41.177.202.202",53,2,319,1,87,1,232,7.372384,0.00014599999999997948,0,0
"41.177.26.176",43609,"41.177.202.202",53,2,404,1,89,1,315,7.4275970000000004,0.00015299999999918157,0,0
"41.177.26.176",43610,"41.177.202.202",53,2,390,1,98,1,292,7.428249,0.00014399999999969992,0,0
"41.177.26.176",43611,"41.177.202.202",53,2,390,1,98,1,292,7.429299,0.00014299999999956015,0,0
"41.177.26.176",43612,"41.177.202.202",53,2,404,1,89,1,315,8.034865,0.00017399999999945237,0,0
"41.177.26.176",43613,"41.177.202.202",53,2,390,1,98,1,292,8.035644,0.00015699999999974068,0,0
"41.177.26.176",43614,"41.177.202.202",53,2,390,1,98,1,292,8.036588,0.0001499999999996504,0,0
"41.177.26.176",43615,"41.177.202.202",53,2,404,1,89,1,315,8.081361,0.00015600000000048908,0,0
"41.177.26.176",43616,"41.177.202.202",53,2,390,1,98,1,292,8.081965,0.0001440000000005881,0,0
"41.177.26.176",43617,"41.177.202.202",53,2,390,1,98,1,292,8.082833,0.00014299999999956015,0,0
"41.177.26.176",43618,"41.177.202.202",53,2,404,1,89,1,315,8.445915,0.00016300000000057935,0,0
"41.177.26.176",43619,"41.177.202.202",53,2,390,1,98,1,292,8.446637,0.00019700000000000273,0,0
"41.177.26.176",43620,"41.177.202.202",53,2,390,1,98,1,292,8.44774,0.00011000000000116472,0,0
"41.177.26.176",43621,"41.177.202.202",53,2,404,1,89,1,315,8.647196,0.0001650000000008589,0,0
"41.177.26.176",43622,"41.177.202.202",53,2,390,1,98,1,292,8.64784,0.0001499999999996504,0,0
"41.177.26.176",43623,"41.177.202.202",53,2,390,1,98,1,292,8.649043,0.00015799999999899228,0,0
"41.177.26.176",43624,"41.177.202.202",53,2,319,1,87,1,232,8.652748,0.0001619999999995514,0,0
"41.177.26.176",43625,"41.177.202.202",53,2,319,1,87,1,232,8.661627,0.0001490000000003988,0,0
"41.177.26.176",43626,"41.177.202.202",53,2,346,1,90,1,256,8.689611,0.00017300000000020077,0,0
"41.177.26.176",43627,"41.177.202.202",53,2,319,1,87,1,232,8.690197,0.00015199999999992997,0,0
"41.177.26.176",43628,"41.177.202.202",53,2,319,1,87,1,232,8.691085,0.0001490000000003988,0,0
"41.177.26.176",43629,"41.177.202.202",53,2,319,1,87,1,232,8.694775,0.00014200000000030855,0,0
"41.177.26.176",43630,"41.177.202.202",53,2,319,1,87,1,232,8.702201,0.000140000000000029,0,0
"41.177.26.176",43631,"41.177.202.202",53,2,319,1,87,1,232,8.706542,0.000150999999998902,0,0
"41.177.26.176",43632,"41.177.202.202",53,2,346,1,90,1,256,8.709097,0.0001409999999992806,0,0
"41.177.26.176",43633,"41.177.202.202",53,2,319,1,87,1,232,8.709591,0.00013299999999993872,0,0
"41.177.26.176",43634,"41.177.202.202",53,2,319,1,87,1,232,8.710454,0.00015499999999946112,0,0
"41.177.26.176",43635,"41.177.202.202",53,2,319,1,87,1,232,8.715717,0.000140000000000029,0,0
"41.177.26.176",43636,"41.177.202.202",53,2,346,1,90,1,256,8.71845,0.00015699999999974068,0,0
"41.177.26.176",43637,"41.177.202.202",53,2,319,1,87,1,232,8.718997,0.00017300000000020077,0,0
"41.177.26.176",43638,"41.177.202.202",53,2,319,1,87,1,232,8.720661,0.00015100000000067837,0,0
"41.177.26.176",43639,"41.177.202.202",53,2,319,1,87,1,232,8.794642,0.00015199999999992997,0,0
"41.177.26.176",43640,"41.177.202.202",53,2,346,1,90,1,256,8.822675,0.00016499999999908255,0,0
"41.177.26.176",43641,"41.177.202.202",53,2,319,1,87,1,232,8.823275,0.00013899999999900103,0,0
"41.177.26.176",43642,"41.177.202.202",53,2,319,1,87,1,232,8.824179,0.00015199999999992997,0,0
"41.177.26.176",43643,"41.177.202.202",53,2,404,1,89,1,315,8.824439,0.00016899999999964166,0,0
"41.177.26.176",43644,"41.177.202.202",53,2,390,1,98,1,292,8.825317,0.00014799999999937086,0,0
